fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,Medium,10.069397,Medium,0.0075,2.006078417605344,Dry,13.434756687510855
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,Medium,12.720384000000001,Medium,0.0,2.213769647205619,Dry,21.918019369762124
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,Medium,12.720384000000001,Medium,0.0,2.213769647205619,Dry,21.918019369762124
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,Medium,9.059414,Medium,0.034,1.406271972999578,Dry,14.717057837727365
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,Medium,12.791898,Medium,0.0,1.663943849458462,Dry,11.566603556056862
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,Medium,11.441925,Medium,0.0375,2.211166390270868,Dry,12.658723596812326
9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,Medium,10.565655999999999,Medium,0.038,1.5048757975841727,Dry,9.705291040466937
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,Medium,11.643372,Medium,0.03666666666666667,2.0599702560392297,Dry,12.584910486126121
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,Medium,12.707840000000001,Medium,0.045714285714285714,1.813053988718775,Dry,12.851529568608724
8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,Low,10.259109,Medium,0.03222222222222222,1.6063773179522707,Dry,10.8398735996458
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,Medium,12.707840000000001,Medium,0.045714285714285714,1.813053988718775,Dry,12.851529568608724
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,Medium,11.643372,Medium,0.03666666666666667,2.0599702560392297,Dry,12.584910486126121
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,Medium,11.643372,Medium,0.03777777777777778,2.0097270790626633,Dry,12.622350196350194
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,Medium,11.945879999999999,Medium,0.044444444444444446,3.616309556098002,Dry,12.208917102846648
9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,Low,10.869698,Medium,0.036,2.8078056998455705,Dry,12.703239376683795
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,Medium,12.220542,Medium,0.05,1.711053404996276,Dry,10.835305799159725
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,Medium,10.35528,Medium,0.034444444444444444,2.008637139700713,Dry,10.205249405671589
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,Low,9.9604,Medium,0.016666666666666666,2.108349062286655,Dry,17.08923693874347
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,Medium,9.9635,Medium,0.0,1.605861394088423,Dry,9.816567074629168
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,Medium,11.138848,Medium,0.017777777777777778,2.0109799505298933,Dry,14.204759628640357
10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,Medium,11.354172,High,0.04181818181818182,2.2088796963794457,Dry,11.535108945597022
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,Medium,12.535236,Medium,0.044444444444444446,2.21136642341636,Dry,13.883082465389393
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,Medium,12.573889,Medium,0.04625,0.9090266344803903,Dry,17.457127751336397
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,Medium,12.573889,Medium,0.04625,0.9090266344803903,Dry,17.457127751336397
7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,Low,10.362144,Medium,0.0175,1.806575936408527,Dry,14.47049557913351
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,Medium,11.857398,High,0.055,2.4086228698741494,Dry,15.262420800027327
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,Medium,11.857398,High,0.055,2.4086228698741494,Dry,15.262420800027327
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,Low,10.45632,Medium,0.01125,2.108772493573265,Dry,14.022511314583264
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,Medium,12.239238,Medium,0.04666666666666666,2.3114184069302355,Dry,17.43844906169469
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,Medium,10.45464,Medium,0.00125,1.8078097380684557,Dry,10.138130329578638
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,Medium,10.381488000000001,Medium,0.0,2.804992887339464,Dry,14.983565785369569
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,Medium,12.519864,Medium,0.04,1.9121613461615876,Dry,15.410392495826779
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,Low,11.527847999999999,Medium,0.0,2.213769647205619,Dry,12.286130788762035
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,Medium,10.058186,Medium,0.02625,2.510393027132328,Dry,11.057645387254414
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,Medium,10.45464,Medium,0.00125,1.8078097380684557,Dry,10.138130329578638
7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,Medium,11.44112,Medium,0.0,2.110807333547765,Dry,10.595188684089328
7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,Medium,10.94654,Medium,0.00125,1.8087907229133589,Dry,11.104445364536454
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,Low,9.585984,Medium,0.0,4.105994752338414,Medium,16.436716997418948
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,Medium,10.357568,Medium,0.01,2.6106514579484297,Dry,12.252676618179507
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,Medium,9.674683,Medium,0.018,2.506542074815268,Dry,18.22227819300874
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,Medium,10.566398,Medium,0.034,2.4076321940551546,Dry,19.031631128406453
7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,Medium,12.4195,Medium,0.0425,2.516204356052981,Dry,9.235798512522939
7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,Low,9.169824,Medium,0.0125,1.8059234288466168,Dry,16.72658283108607
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,Medium,12.54078,Medium,0.04555555555555555,6.229277604742289,Medium,10.545412799228433
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,Medium,11.065812,Medium,0.02333333333333333,2.20679693455844,Dry,11.6047617922372
7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,Low,10.175111999999999,Medium,0.0,2.2053811299570953,Dry,12.796853155724705
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,Medium,9.755606,Medium,0.027142857142857142,1.7077360442805911,Dry,12.936238592147847
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,Medium,11.065812,Medium,0.02333333333333333,2.20679693455844,Dry,11.6047617922372
9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,Medium,10.884631,Medium,0.040999999999999995,8.912566719073896,Medium,12.874227485697196
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,Medium,12.113868,Medium,0.047142857142857146,3.323463653392954,Dry,24.971709767105168
6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,Medium,11.335932000000001,Medium,0.0,1.4079124680705564,Dry,8.809715060122215
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,Medium,10.658484,Medium,0.0,1.7066216921656026,Dry,9.423368160923328
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,Low,10.361936,Medium,0.02125,1.8066122006543952,Dry,12.377071193426456
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,Medium,10.867518,Medium,0.036,1.7050811418025715,Dry,25.58940642138699
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,Medium,10.768032000000002,Medium,0.036,1.805343817700393,Dry,16.41977027987848
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,Low,10.361936,Medium,0.02125,1.8066122006543952,Dry,12.377071193426456
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,Low,9.172583999999999,Medium,0.06555555555555555,1.4041844697197647,Dry,17.637705748009648
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,Low,12.804282,Medium,0.008333333333333333,2.4179411231336516,Dry,10.00318264761887
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,Medium,12.627101999999999,Medium,0.04666666666666666,2.313278216965381,Dry,13.520701649350508
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,Medium,9.076977,Medium,0.030000000000000002,2.005072834270705,Dry,79.43972808646753
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,Medium,9.076977,Medium,0.030000000000000002,2.005072834270705,Dry,79.43972808646753
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,Medium,12.049906,Medium,0.05888888888888889,4.016628843411724,Dry,18.823275769933264
7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,Low,9.080343999999998,Medium,0.03125,3.908442235228093,Dry,18.586916388775542
9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,Medium,11.56636,Medium,0.056999999999999995,2.406980242703841,Dry,10.716049345285546
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,Medium,12.049906,Medium,0.05888888888888889,4.016628843411724,Dry,18.823275769933264
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,Medium,9.88119,High,0.047499999999999994,1.8034265103697025,Dry,15.215111680182101
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,High,12.432749999999999,Medium,0.05,1.8097363817337275,Dry,13.616832102406553
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,Medium,11.34984,Medium,0.055,1.9083969465648853,Dry,15.06365786260523
10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,Medium,11.74867,Medium,0.065,2.410485612414001,Dry,16.16048112369031
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,Medium,11.731324,Medium,0.01,2.011708141382848,Dry,12.361994083288835
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,Medium,10.162259999999998,Medium,0.0225,2.408912978018669,Dry,19.220137215098404
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,Medium,12.41975,Medium,0.011428571428571429,2.4155075585257353,Dry,12.888922110787172
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,Medium,10.853348,High,0.04818181818181819,2.2094564737074682,Dry,18.449157776107167
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,Medium,10.853348,High,0.04818181818181819,2.2094564737074682,Dry,18.449157776107167
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,Low,10.7676,Medium,0.03888888888888889,2.8084252758274824,Dry,11.738578177627515
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,Medium,11.044278,Medium,0.045,1.5075679913164084,Dry,11.905508115171639
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,Low,9.190064,Medium,0.025,8.108757458054699,Medium,17.784924005539914
7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,Medium,9.4696,Medium,0.0325,1.8057784911717496,Dry,14.249031050919543
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,Medium,10.670039999999998,Medium,0.03666666666666667,2.7075812274368234,Dry,14.027693582529524
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,Low,9.190064,Medium,0.025,8.108757458054699,Medium,17.784924005539914
9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,Medium,10.176438,Medium,0.03777777777777778,2.004630696909862,Dry,9.812485573091026
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,Medium,11.346876,Medium,0.05600000000000001,2.009363634536942,Dry,15.372474782881655
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,Low,10.97987,Medium,0.07222222222222223,6.411733472254226,Medium,15.559436011796967
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,Low,10.97987,Medium,0.07222222222222223,6.411733472254226,Medium,15.559436011796967
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,Medium,12.215868,Medium,0.085,8.357162994885014,Medium,39.2355014174762
10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,Medium,11.737578000000001,High,0.05090909090909091,1.407445386092429,Dry,15.296317123799158
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,Medium,12.215868,Medium,0.085,8.357162994885014,Medium,40.70216808414286
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,Medium,9.470075,Medium,0.0375,1.8056879169383557,Dry,14.156810041968743
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,Medium,11.954039999999999,Medium,0.05,2.409227340714938,Dry,11.514150757575758
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,Medium,9.470075,Medium,0.0375,1.8056879169383557,Dry,14.156810041968743
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,Low,9.554784,Medium,0.011428571428571429,1.8085181203468337,Dry,10.767051452020201
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,Medium,11.569608,Medium,0.044444444444444446,4.712346347430267,Medium,17.294364374924367
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,Medium,11.1328,Medium,0.0525,1.6096579476861168,Dry,10.86482762664165
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,Medium,9.873765,High,0.045000000000000005,1.5039855617386073,Dry,11.249775583022087
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,Medium,9.873765,High,0.045000000000000005,1.5039855617386073,Dry,11.249775583022087
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,High,11.735218000000001,Medium,0.054000000000000006,1.9104885823169198,Dry,10.779758468883738
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,Medium,11.348244000000001,Medium,0.0525,2.009121411206879,Dry,14.456658775190764
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,Medium,11.440085,Medium,0.01125,2.010474572522844,Dry,10.849854556146962
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,Medium,11.9538,Medium,0.036,2.2085027355317974,Dry,16.326959778841324
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,Medium,10.76274,Medium,0.012857142857142857,5.519040690381817,Medium,12.264130304138533
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,Low,10.47606,Medium,0.047,2.5057130256985927,Dry,18.79802817460317
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,Medium,10.76274,Medium,0.012857142857142857,5.519040690381817,Medium,12.264130304138533
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,Low,9.368604,Medium,0.042222222222222223,1.5050267894768528,Dry,20.479294606406995
8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,0.81,12.5,Medium,12.41975,Medium,0.05625,2.1135691137100183,Dry,18.710570853055387
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,Low,9.368604,Medium,0.042222222222222223,1.5050267894768528,Dry,20.479294606406995
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,Medium,12.324608000000001,Medium,0.04666666666666666,2.1128461043142304,Dry,10.07916740182893
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,Medium,11.92656,Medium,0.03375,2.1129311385680367,Dry,11.56467131852959
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,Medium,11.133023999999999,Medium,0.012857142857142857,1.7102271584072755,Dry,11.579404573027949
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,Medium,11.92656,Medium,0.03375,2.1129311385680367,Dry,11.56467131852959
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,Medium,12.320640000000001,Medium,0.0425,2.214170692431562,Dry,10.23579712723856
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,Low,12.719872,Medium,0.04,2.1132288123654077,Dry,21.808443938286942
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,Medium,12.223248,Medium,0.0525,1.9119304459829334,Dry,11.825581587322663
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,Medium,11.644191,Medium,0.04555555555555555,2.0095857239030175,Dry,14.221108878108877
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,Low,9.486225000000001,Medium,0.011111111111111112,3.304791948325071,Dry,18.715530643988707
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,Medium,10.780560000000001,High,0.03909090909090909,2.103786816269285,Dry,14.373790420731213
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,Medium,9.959299999999999,Medium,0.0,1.4057212856325243,Dry,14.14589960887332
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,Medium,12.234933,Medium,0.045000000000000005,2.010636265846327,Dry,15.825074802040742
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,Medium,10.93356,Medium,0.05125,1.509115054931788,Dry,31.69421095267617
8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,Medium,9.471309999999999,Medium,0.043333333333333335,1.6048466368432668,Dry,18.97722423269926
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,Medium,13.466719999999999,Low,0.1,4.342557059179963,Medium,17.445057129569488
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,Medium,11.251636000000001,Medium,0.00875,2.510745992849395,Dry,9.776607669616519
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,Medium,11.251636000000001,Medium,0.00875,2.510745992849395,Dry,9.776607669616519
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,Medium,11.251636000000001,Medium,0.00875,2.510745992849395,Dry,9.776607669616519
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,Medium,13.200516,Medium,0.017142857142857144,2.1158263813323663,Dry,11.236765522442157
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,Low,12.804024,Medium,0.0,2.5187394212944305,Dry,14.070720694306717
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,High,12.999785,Medium,0.0425,2.5192724341210257,Dry,12.98789069424849
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,Medium,12.220296,Medium,0.0,1.8117400756904745,Dry,9.619084406464502
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,Medium,12.20406,Medium,0.0,1.411005845595646,Dry,9.21606131817685
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,Medium,11.163488,High,0.03363636363636364,1.9062142584826534,Dry,10.470411129516993
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,Low,11.449055,Medium,0.0,2.2097893668953468,Dry,24.83910432997452
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,Medium,11.231522000000002,Medium,0.03888888888888889,1.7103648107531642,Dry,12.599667416714388
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,Medium,13.385250000000001,Medium,0.043333333333333335,1.7145738779626827,Dry,21.614577673701007
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,Medium,11.428585,Medium,0.0,2.9181215347306777,Dry,13.039438512480286
10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,Low,9.984,Medium,0.033,2.7043269230769234,Dry,17.97769662727548
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,Medium,10.47879,High,0.031818181818181815,3.3066794925750016,Dry,16.537446460336987
9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,Medium,10.37608,Medium,0.0,1.9043800741705923,Dry,12.163896581675136
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,Low,9.437395,Medium,0.034999999999999996,1.711277317522473,Dry,15.091997261736001
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,Medium,13.50888,Medium,0.0425,1.812141347025068,Dry,13.236896222429165
7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,Medium,11.164608,Medium,0.00875,5.517435094899884,Medium,11.64237260857422
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,Medium,11.743832000000001,Medium,0.03888888888888889,1.7081307021421968,Dry,14.870275229865957
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,Medium,11.835740000000001,Medium,0.05375,1.7092298411421676,Dry,13.919294626941687
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,Medium,11.374236,High,0.04090909090909091,2.0045302383386456,Dry,12.835389124781933
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,Medium,11.374236,High,0.04090909090909091,2.0045302383386456,Dry,12.835389124781933
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,Low,9.080525999999999,Medium,0.01875,3.7079349808590387,Dry,18.75059147325034
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,Medium,9.47758,Medium,0.026666666666666665,2.0047311655507,Dry,29.397711748472307
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,Medium,9.47055,Medium,0.0375,1.7052863878021867,Dry,14.828113894361572
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,Medium,10.95864,Medium,0.035555555555555556,2.509435477395005,Dry,17.202306085888683
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,Medium,11.326356,Medium,0.015714285714285715,2.415604807053566,Dry,12.695881578947366
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,Medium,9.9672,Medium,0.04285714285714286,1.8059234288466168,Dry,9.301473473980309
7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,Low,10.058387999999999,Medium,0.02875,2.3095152026348553,Dry,12.771079142137317
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,Medium,10.365888,Medium,0.05375,2.5082269845091902,Dry,10.823774014170825
7.8,0.5,0.12,1.8,0.178,6.0,21.0,0.996,3.28,0.87,9.8,Medium,9.760800000000001,Medium,0.015,1.8072289156626506,Dry,20.370487035393865
10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,Medium,11.764836,Medium,0.045,6.218531223044673,Medium,13.578327250718747
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,Medium,11.545016,Medium,0.0525,2.009525149207242,Dry,14.287735966444544
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,Medium,11.9502,Medium,0.047,2.0083345885424513,Dry,11.183015253890254
8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,Medium,12.732544,Medium,0.035555555555555556,2.8148341761080893,Dry,17.351191610940923
6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,Medium,12.418999999999999,Medium,0.032857142857142856,2.516305660681214,Dry,24.935293909233177
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,Low,9.762368,Medium,0.027777777777777776,2.208480565371025,Dry,23.549518210102928
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,Medium,11.058042,Medium,0.034999999999999996,2.107968119491679,Dry,13.319534107849272
6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,Medium,11.348016,Medium,0.0,2.2100779554769754,Dry,9.423562018473636
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,Low,9.762368,Medium,0.027777777777777776,2.208480565371025,Dry,23.549518210102928
8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,Medium,11.743832000000001,Medium,0.05666666666666667,1.7583698404404968,Dry,12.20007651281608
